Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-74.75,45.02,CORNWALL,6101874,7/28/2025,2025,7,28,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,7/29/2025,2025,7,29,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,7/30/2025,2025,7,30,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,7/31/2025,2025,7,31,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/1/2025,2025,8,1,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/2/2025,2025,8,2,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/3/2025,2025,8,3,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/4/2025,2025,8,4,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/5/2025,2025,8,5,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/6/2025,2025,8,6,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/7/2025,2025,8,7,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/8/2025,2025,8,8,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/9/2025,2025,8,9,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/10/2025,2025,8,10,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/11/2025,2025,8,11,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/12/2025,2025,8,12,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/13/2025,2025,8,13,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/14/2025,2025,8,14,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/15/2025,2025,8,15,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/16/2025,2025,8,16,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/17/2025,2025,8,17,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/18/2025,2025,8,18,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/19/2025,2025,8,19,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/20/2025,2025,8,20,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/21/2025,2025,8,21,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/22/2025,2025,8,22,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/23/2025,2025,8,23,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/24/2025,2025,8,24,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/25/2025,2025,8,25,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/26/2025,2025,8,26,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/27/2025,2025,8,27,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/28/2025,2025,8,28,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/29/2025,2025,8,29,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/30/2025,2025,8,30,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,8/31/2025,2025,8,31,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/1/2025,2025,9,1,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/2/2025,2025,9,2,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/3/2025,2025,9,3,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/4/2025,2025,9,4,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/5/2025,2025,9,5,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/6/2025,2025,9,6,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/7/2025,2025,9,7,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/8/2025,2025,9,8,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/9/2025,2025,9,9,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/10/2025,2025,9,10,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/11/2025,2025,9,11,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/12/2025,2025,9,12,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/13/2025,2025,9,13,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/14/2025,2025,9,14,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/15/2025,2025,9,15,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/16/2025,2025,9,16,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/17/2025,2025,9,17,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/18/2025,2025,9,18,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/19/2025,2025,9,19,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/20/2025,2025,9,20,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/21/2025,2025,9,21,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/22/2025,2025,9,22,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/23/2025,2025,9,23,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/24/2025,2025,9,24,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/25/2025,2025,9,25,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/26/2025,2025,9,26,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/27/2025,2025,9,27,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/28/2025,2025,9,28,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/29/2025,2025,9,29,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,9/30/2025,2025,9,30,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/1/2025,2025,10,1,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/2/2025,2025,10,2,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/3/2025,2025,10,3,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/4/2025,2025,10,4,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/5/2025,2025,10,5,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/6/2025,2025,10,6,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/7/2025,2025,10,7,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/8/2025,2025,10,8,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/9/2025,2025,10,9,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/10/2025,2025,10,10,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/11/2025,2025,10,11,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/12/2025,2025,10,12,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/13/2025,2025,10,13,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/14/2025,2025,10,14,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/15/2025,2025,10,15,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/16/2025,2025,10,16,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/17/2025,2025,10,17,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/18/2025,2025,10,18,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/19/2025,2025,10,19,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/20/2025,2025,10,20,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/21/2025,2025,10,21,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/22/2025,2025,10,22,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/23/2025,2025,10,23,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/24/2025,2025,10,24,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/25/2025,2025,10,25,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/26/2025,2025,10,26,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/27/2025,2025,10,27,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/28/2025,2025,10,28,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/29/2025,2025,10,29,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/30/2025,2025,10,30,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,10/31/2025,2025,10,31,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/1/2025,2025,11,1,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/2/2025,2025,11,2,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/3/2025,2025,11,3,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/4/2025,2025,11,4,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/5/2025,2025,11,5,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/6/2025,2025,11,6,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/7/2025,2025,11,7,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/8/2025,2025,11,8,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/9/2025,2025,11,9,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/10/2025,2025,11,10,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/11/2025,2025,11,11,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/12/2025,2025,11,12,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/13/2025,2025,11,13,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/14/2025,2025,11,14,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/15/2025,2025,11,15,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/16/2025,2025,11,16,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/17/2025,2025,11,17,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/18/2025,2025,11,18,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/19/2025,2025,11,19,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/20/2025,2025,11,20,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/21/2025,2025,11,21,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/22/2025,2025,11,22,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/23/2025,2025,11,23,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/24/2025,2025,11,24,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/25/2025,2025,11,25,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/26/2025,2025,11,26,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/27/2025,2025,11,27,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/28/2025,2025,11,28,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/29/2025,2025,11,29,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,11/30/2025,2025,11,30,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/1/2025,2025,12,1,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/2/2025,2025,12,2,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/3/2025,2025,12,3,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/4/2025,2025,12,4,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/5/2025,2025,12,5,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/6/2025,2025,12,6,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/7/2025,2025,12,7,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/8/2025,2025,12,8,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/9/2025,2025,12,9,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/10/2025,2025,12,10,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/11/2025,2025,12,11,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/12/2025,2025,12,12,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/13/2025,2025,12,13,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/14/2025,2025,12,14,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/15/2025,2025,12,15,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/16/2025,2025,12,16,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/17/2025,2025,12,17,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/18/2025,2025,12,18,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/19/2025,2025,12,19,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/20/2025,2025,12,20,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/21/2025,2025,12,21,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/22/2025,2025,12,22,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/23/2025,2025,12,23,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/24/2025,2025,12,24,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/25/2025,2025,12,25,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/26/2025,2025,12,26,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/27/2025,2025,12,27,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/28/2025,2025,12,28,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/29/2025,2025,12,29,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/30/2025,2025,12,30,,,,,,,,,,,,,,,,,,,,,,,
-74.75,45.02,CORNWALL,6101874,12/31/2025,2025,12,31,,,,,,,,,,,,,,,,,,,,,,,
